Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Age,Age Detail,Region,Gender,Grade,Nodal Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI
Pancreas,2014-2016,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Male,Not split by grade,Not split by nodal status,925,5738349,16.12,15.097,17.193,925,.c,.c,.c,.c,134,14.486,12.365,16.902,211,22.811,20.222,25.624,81,8.757,7.102,10.753,14,1.514,0.904,2.524,434,46.919,43.722,50.141,7,0.757,0.367,1.554,36,3.892,2.824,5.341,8,0.865,0.439,1.697,917,193,21.047,18.532,23.803,51,5.562,4.255,7.239,35,3.817,2.757,5.262,137,14.94,12.779,17.393,12,1.309,0.75,2.273,17,1.854,1.161,2.949,38,4.144,3.034,5.637,17,1.854,1.161,2.949,0,0,0,0.417,1,0.109,0.019,0.615,695,75.791,72.914,78.452,917,864,51.4,48,54.7,50.9,47.5,54.2,36.7,33.5,39.9,36.1,32.9,39.3,27.6,24.6,30.6,27,24.1,30,22.2,19.4,25,21.5,18.9,24.3,8.7,6.8,10.7,8.2,6.5,10.2,4.7,3.2,6.2,4.3,3.1,5.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,2955,7884917,37.477,36.137,38.853,2955,.c,.c,.c,.c,310,10.491,9.437,11.647,492,16.65,15.35,18.036,194,6.565,5.727,7.516,42,1.421,1.053,1.916,1693,57.293,55.501,59.066,40,1.354,0.996,1.838,145,4.907,4.185,5.746,39,1.32,0.967,1.799,2916,70,2.401,1.904,3.022,21,0.72,0.472,1.098,13,0.446,0.261,0.761,56,1.92,1.482,2.486,8,0.274,0.139,0.54,10,0.343,0.186,0.63,12,0.412,0.236,0.718,2,0.069,0.019,0.25,1,0.034,0.006,0.194,0,0,0,0.132,2827,96.948,96.259,97.513,2916,2642,39.6,37.7,41.5,38.6,36.7,40.4,25.9,24.1,27.6,24.5,22.9,26.2,18.2,16.6,19.7,16.8,15.4,18.2,12.8,11.4,14.1,11.5,10.3,12.7,5.2,4.2,6.1,4,3.3,4.9,3.2,2.4,4,2.2,1.7,2.9,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Female,Not split by grade,Not split by nodal status,1744,4805869,36.289,34.606,38.033,1744,.c,.c,.c,.c,168,9.633,8.336,11.108,277,15.883,14.243,17.673,104,5.963,4.946,7.174,23,1.319,0.88,1.971,1021,58.544,56.215,60.834,22,1.261,0.835,1.903,102,5.849,4.841,7.05,27,1.548,1.066,2.243,1717,25,1.456,0.988,2.141,8,0.466,0.236,0.917,7,0.408,0.198,0.839,18,1.048,0.664,1.651,3,0.175,0.059,0.512,5,0.291,0.124,0.68,5,0.291,0.124,0.68,2,0.116,0.032,0.424,0,0,0,0.223,0,0,0,0.223,1684,98.078,97.313,98.628,1717,1547,38.6,36.1,41,37.6,35.2,40,25.9,23.6,28.1,24.6,22.5,26.8,18,16,20,16.7,14.9,18.6,12.3,10.5,14,11.1,9.6,12.7,5.3,4,6.5,4.2,3.3,5.3,3.8,2.6,4.9,2.7,1.9,3.5,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Male,Not split by grade,Not split by nodal status,1211,3079048,39.33,37.146,41.609,1211,.c,.c,.c,.c,142,11.726,10.034,13.66,215,17.754,15.705,20.007,90,7.432,6.085,9.048,19,1.569,1.007,2.437,672,55.491,52.679,58.269,18,1.486,0.942,2.337,43,3.551,2.647,4.749,12,0.991,0.568,1.724,1199,45,3.753,2.817,4.985,13,1.084,0.635,1.846,6,0.5,0.23,1.087,38,3.169,2.318,4.32,5,0.417,0.178,0.972,5,0.417,0.178,0.972,7,0.584,0.283,1.2,0,0,0,0.319,1,0.083,0.015,0.471,0,0,0,0.319,1143,95.329,93.983,96.386,1199,1095,41.1,38.1,44,39.9,37,42.8,25.8,23.2,28.5,24.4,21.9,27,18.3,15.9,20.7,16.8,14.7,19.1,13.5,11.3,15.7,12.1,10.2,14.1,5,3.5,6.5,3.8,2.8,5.1,.g,.g,.g,1.6,1,2.5,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,1339,164371012,0.815,0.772,0.859,1339,.c,.c,.c,.c,189,14.115,12.353,16.083,500,37.341,34.79,39.965,278,20.762,18.674,23.016,66,4.929,3.893,6.223,250,18.671,16.674,20.846,1,0.075,0.013,0.422,38,2.838,2.075,3.871,17,1.27,0.794,2.024,1320,308,23.333,21.131,25.69,65,4.924,3.882,6.228,520,39.394,36.792,42.057,229,17.348,15.401,19.485,23,1.742,1.164,2.601,470,35.606,33.068,38.228,34,2.576,1.849,3.578,42,3.182,2.362,4.273,5,0.379,0.162,0.884,3,0.227,0.077,0.666,514,38.939,36.345,41.598,1320,1306,90.8,89.2,92.4,90.5,88.7,91.9,87.2,85.3,89.1,86.5,84.6,88.3,83.6,81.5,85.7,82.7,80.5,84.6,80.4,78.2,82.6,79.2,76.9,81.3,72.8,70.3,75.4,70.7,68.1,73.1,67.3,64.5,70,64.3,61.6,66.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-49,Age 00-49,All England,Persons,Not split by grade,Not split by nodal status,285,105245320,0.271,0.24,0.304,285,.c,.c,.c,.c,25,8.772,6.012,12.628,97,34.035,28.779,39.716,81,28.421,23.499,33.917,17,5.965,3.757,9.344,48,16.842,12.945,21.621,0,0,0,1.33,11,3.86,2.169,6.778,6,2.105,0.968,4.516,279,79,28.315,23.351,33.869,14,5.018,3.012,8.245,150,53.763,47.902,59.523,59,21.147,16.764,26.314,6,2.151,0.989,4.612,136,48.746,42.937,54.588,6,2.151,0.989,4.612,12,4.301,2.477,7.366,0,0,0,1.358,2,0.717,0.197,2.576,58,20.789,16.44,25.931,279,278,96.4,94.2,98.6,96.4,93.3,98,93.9,91,96.7,93.8,90.2,96.1,92.1,88.9,95.3,92,88.1,94.7,90.6,87.2,94.1,90.5,86.4,93.5,85.7,81.5,89.8,85.5,80.7,89.1,78.5,73.6,83.4,78.2,72.8,82.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 50-59,Age 50-59,All England,Persons,Not split by grade,Not split by nodal status,236,21243946,1.111,0.974,1.262,236,.c,.c,.c,.c,27,11.441,7.983,16.134,90,38.136,32.176,44.476,46,19.492,14.943,25.017,21,8.898,5.894,13.22,43,18.22,13.818,23.641,0,0,0,1.602,6,2.542,1.17,5.435,3,1.271,0.433,3.67,233,59,25.322,20.17,31.275,13,5.579,3.289,9.31,114,48.927,42.578,55.311,38,16.309,12.119,21.592,6,2.575,1.185,5.503,100,42.918,36.729,49.338,7,3.004,1.463,6.07,14,6.009,3.613,9.832,0,0,0,1.622,0,0,0,1.622,68,29.185,23.723,35.322,233,233,94.9,92.1,97.8,94.8,91.1,97,93.3,90,96.5,93.1,89,95.7,90.8,87,94.6,90.5,86,93.7,86.6,82.1,91,86.2,81.1,90,77.4,71.9,82.9,76.7,70.7,81.7,73,67.1,78.8,72,65.7,77.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,371,17774276,2.087,1.88,2.311,371,.c,.c,.c,.c,63,16.981,13.504,21.136,146,39.353,34.515,44.409,77,20.755,16.938,25.171,14,3.774,2.261,6.234,56,15.094,11.81,19.094,0,0,0,1.025,11,2.965,1.664,5.23,4,1.078,0.42,2.739,365,98,26.849,22.561,31.62,20,5.479,3.575,8.311,141,38.63,33.778,43.719,75,20.548,16.72,24.99,5,1.37,0.587,3.166,130,35.616,30.877,40.656,13,3.562,2.093,5.998,9,2.466,1.303,4.619,1,0.274,0.048,1.535,1,0.274,0.048,1.535,131,35.89,31.14,40.935,365,361,89.1,85.9,92.4,88.9,85.2,91.7,86.5,83,90.1,86.1,82.1,89.3,82.3,78.3,86.3,81.7,77.3,85.3,78.3,73.9,82.6,77.5,72.8,81.5,68.9,64,73.9,67.5,62.4,72.1,64.9,59.7,70,62.8,57.6,67.5,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2014-2016,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,447,20107470,2.223,2.022,2.439,447,.c,.c,.c,.c,74,16.555,13.397,20.282,167,37.36,33.001,41.935,74,16.555,13.397,20.282,14,3.132,1.875,5.188,103,23.043,19.378,27.166,1,0.224,0.04,1.256,10,2.237,1.22,4.069,4,0.895,0.349,2.278,443,72,16.253,13.11,19.976,18,4.063,2.585,6.331,115,25.959,22.096,30.236,57,12.867,10.065,16.307,6,1.354,0.622,2.923,104,23.476,19.768,27.641,8,1.806,0.918,3.523,7,1.58,0.767,3.225,4,0.903,0.352,2.298,0,0,0,0.86,257,58.014,53.368,62.521,443,434,86.5,83.2,89.9,85.7,82,88.7,80.3,76.3,84.2,78.8,74.6,82.3,75.5,71.2,79.8,73.4,69,77.3,72.3,67.8,76.8,69.7,65.2,73.8,65.4,60.4,70.4,60.7,56,65.2,58.7,53.4,64.1,52.7,47.8,57.2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,All,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,26336,165673824,15.896,15.705,16.089,26336,.c,.c,.c,.c,5291,20.09,19.611,20.579,5652,21.461,20.969,21.961,2379,9.033,8.693,9.385,727,2.76,2.569,2.965,11309,42.941,42.344,43.54,71,0.27,0.214,0.34,773,2.935,2.738,3.146,134,0.509,0.43,0.602,26195,7381,28.177,27.636,28.725,1296,4.948,4.691,5.217,2451,9.357,9.01,9.715,5150,19.66,19.183,20.146,316,1.206,1.081,1.346,1052,4.016,3.785,4.261,859,3.279,3.07,3.502,1278,4.879,4.624,5.146,27,0.103,0.071,0.15,94,0.359,0.293,0.439,17419,66.497,65.923,67.067,26195,25752,52.2,51.6,52.8,51.8,51.2,52.4,37.4,36.8,38,36.8,36.3,37.4,29,28.4,29.5,28.4,27.9,29,22.8,22.3,23.3,22.2,21.7,22.7,11.9,11.5,12.3,11.4,11,11.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,24914,165673824,15.038,14.852,15.226,24914,.c,.c,.c,.c,5063,20.322,19.827,20.826,5143,20.643,20.145,21.15,2086,8.373,8.035,8.723,653,2.621,2.43,2.827,11049,44.349,43.733,44.966,70,0.281,0.222,0.355,734,2.946,2.743,3.163,116,0.466,0.388,0.558,24794,7027,28.342,27.784,28.906,1236,4.985,4.721,5.263,1939,7.82,7.493,8.161,4882,19.69,19.2,20.19,298,1.202,1.074,1.345,593,2.392,2.209,2.589,822,3.315,3.1,3.546,1230,4.961,4.698,5.238,23,0.093,0.062,0.139,93,0.375,0.306,0.459,16853,67.972,67.389,68.55,24794,24365,50,49.4,50.6,49.6,48.9,50.2,34.6,34,35.2,34,33.4,34.6,25.9,25.3,26.4,25.3,24.8,25.9,19.5,19,20,18.9,18.5,19.4,8.4,8.1,8.8,8,7.6,8.3,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,4321,165673824,2.608,2.531,2.687,4321,.c,.c,.c,.c,905,20.944,19.757,22.183,1041,24.092,22.84,25.389,523,12.104,11.165,13.11,140,3.24,2.752,3.811,1628,37.676,36.243,39.132,0,0,0,0.089,80,1.851,1.49,2.298,4,0.093,0.036,0.238,4316,1953,45.25,43.77,46.739,327,7.576,6.824,8.404,1560,36.145,34.724,37.59,641,14.852,13.822,15.944,34,0.788,0.564,1.099,430,9.963,9.105,10.892,202,4.68,4.089,5.352,1039,24.073,22.821,25.371,20,0.463,0.3,0.715,71,1.645,1.306,2.07,1879,43.536,42.063,45.02,4316,4289,82.4,81.2,83.6,81.7,80.5,82.9,69.2,67.8,70.6,68.2,66.7,69.5,58.2,56.6,59.7,56.9,55.4,58.4,48.3,46.7,49.8,47,45.5,48.5,26,24.6,27.3,24.6,23.3,25.9,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,585,127230286,0.46,0.423,0.499,585,.c,.c,.c,.c,98,16.752,13.945,19.993,142,24.274,20.974,27.908,92,15.726,13.001,18.899,35,5.983,4.333,8.207,206,35.214,31.451,39.169,0,0,0,0.652,10,1.709,0.931,3.118,2,0.342,0.094,1.238,582,414,71.134,67.323,74.667,84,14.433,11.811,17.521,320,54.983,50.921,58.979,115,19.759,16.727,23.188,7,1.203,0.584,2.462,71,12.199,9.785,15.109,54,9.278,7.181,11.91,226,38.832,34.958,42.852,4,0.687,0.268,1.754,19,3.265,2.1,5.042,86,14.777,12.125,17.89,582,582,94.6,92.7,96.4,94.5,92.3,96.1,85.7,82.9,88.6,85.5,82.4,88.2,75.3,71.7,78.8,75,71.3,78.4,64.8,60.9,68.7,64.5,60.5,68.3,39.4,35.4,43.4,39.1,35.1,43,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,1014,17758450,5.71,5.364,6.073,1014,.c,.c,.c,.c,212,20.907,18.516,23.518,259,25.542,22.954,28.315,152,14.99,12.925,17.319,40,3.945,2.91,5.327,335,33.037,30.211,35.992,0,0,0,0.377,15,1.479,0.898,2.426,1,0.099,0.017,0.556,1013,669,66.041,63.069,68.892,99,9.773,8.093,11.756,530,52.32,49.241,55.381,200,19.743,17.408,22.307,4,0.395,0.154,1.011,119,11.747,9.907,13.876,65,6.417,5.066,8.096,381,37.611,34.68,40.636,7,0.691,0.335,1.419,23,2.27,1.518,3.384,214,21.125,18.723,23.746,1013,1003,90.3,88.4,92.1,90,88,91.7,80.9,78.4,83.3,80.4,77.8,82.8,70.8,68,73.7,70.3,67.3,73,60.1,57,63.2,59.5,56.4,62.4,33.3,30.3,36.2,32.5,29.7,35.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Female,Not split by grade,Not split by nodal status,451,9101807,4.955,4.508,5.434,451,.c,.c,.c,.c,92,20.399,16.937,24.361,110,24.39,20.654,28.559,74,16.408,13.276,20.107,15,3.326,2.026,5.415,155,34.368,30.133,38.867,0,0,0,0.845,5,1.109,0.474,2.569,0,0,0,0.845,451,313,69.401,64.999,73.476,49,10.865,8.316,14.074,249,55.211,50.596,59.737,86,19.069,15.71,22.95,2,0.443,0.122,1.602,49,10.865,8.316,14.074,31,6.874,4.884,9.591,184,40.798,36.359,45.393,4,0.887,0.345,2.258,12,2.661,1.528,4.593,83,18.404,15.099,22.242,451,447,91.2,88.6,93.9,91.1,88,93.4,83.8,80.3,87.2,83.4,79.7,86.6,74.5,70.4,78.6,74,69.7,77.9,62.9,58.4,67.4,62.4,57.7,66.7,36.6,32.1,41.1,36,31.6,40.5,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Male,Not split by grade,Not split by nodal status,563,8656643,6.504,5.977,7.064,563,.c,.c,.c,.c,120,21.314,18.132,24.886,149,26.465,22.99,30.26,78,13.854,11.245,16.954,25,4.44,3.026,6.473,180,31.972,28.253,35.935,0,0,0,0.678,10,1.776,0.968,3.238,1,0.178,0.031,0.999,562,356,63.345,59.283,67.226,50,8.897,6.814,11.538,281,50,45.88,54.12,114,20.285,17.167,23.806,2,0.356,0.098,1.288,70,12.456,9.978,15.443,34,6.05,4.361,8.335,197,35.053,31.222,39.088,3,0.534,0.182,1.558,11,1.957,1.096,3.471,131,23.31,20.002,26.979,562,556,89.5,86.9,92.1,89.2,86.3,91.5,78.5,75,82,78,74.3,81.2,67.8,63.9,71.8,67.2,63.1,70.9,57.8,53.7,62,57.1,52.9,61.1,30.5,26.6,34.4,29.7,26,33.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Persons,Not split by grade,Not split by nodal status,1499,12668138,11.833,11.241,12.447,1499,.c,.c,.c,.c,329,21.948,19.926,24.113,414,27.618,25.414,29.937,201,13.409,11.777,15.228,46,3.069,2.308,4.069,472,31.488,29.186,33.884,0,0,0,0.256,36,2.402,1.74,3.307,1,0.067,0.012,0.377,1497,715,47.762,45.241,50.295,125,8.35,7.053,9.86,595,39.746,37.296,42.248,243,16.232,14.451,18.186,15,1.002,0.608,1.647,187,12.492,10.912,14.263,73,4.876,3.896,6.088,371,24.783,22.662,27.033,9,0.601,0.317,1.139,28,1.87,1.297,2.69,571,38.143,35.716,40.631,1497,1487,85.7,83.9,87.5,85.1,83.2,86.8,71.6,69.2,73.9,70.7,68.3,72.9,60.6,58,63.1,59.4,56.9,61.9,50.2,47.5,52.8,48.9,46.3,51.4,26.5,24.2,28.8,25.1,22.9,27.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Female,Not split by grade,Not split by nodal status,758,6706728,11.302,10.512,12.136,758,.c,.c,.c,.c,164,21.636,18.852,24.706,202,26.649,23.625,29.909,101,13.325,11.089,15.93,23,3.034,2.03,4.512,247,32.586,29.344,36.003,0,0,0,0.504,20,2.639,1.714,4.04,1,0.132,0.023,0.743,757,364,48.085,44.544,51.644,65,8.587,6.794,10.797,303,40.026,36.595,43.559,123,16.248,13.792,19.046,6,0.793,0.364,1.718,94,12.417,10.256,14.958,37,4.888,3.567,6.664,187,24.703,21.763,27.898,5,0.661,0.282,1.537,17,2.246,1.407,3.567,288,38.045,34.655,41.556,757,753,86.5,84,89,86,83.4,88.3,71.7,68.4,75,70.9,67.5,74,62.6,59,66.1,61.6,58,64.9,52.7,49,56.3,51.6,47.9,55.1,27.8,24.5,31.1,26.5,23.4,29.7,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Male,Not split by grade,Not split by nodal status,741,5961410,12.43,11.551,13.358,741,.c,.c,.c,.c,165,22.267,19.419,25.401,212,28.61,25.473,31.968,100,13.495,11.223,16.144,23,3.104,2.077,4.614,225,30.364,27.162,33.769,0,0,0,0.516,16,2.159,1.333,3.479,0,0,0,0.516,740,351,47.432,43.857,51.034,60,8.108,6.351,10.298,292,39.459,36.001,43.027,120,16.216,13.736,19.045,9,1.216,0.641,2.295,93,12.568,10.371,15.151,36,4.865,3.534,6.661,184,24.865,21.886,28.104,4,0.541,0.21,1.382,11,1.486,0.832,2.642,283,38.243,34.811,41.797,740,734,84.8,82.2,87.5,84.2,81.4,86.6,71.5,68.2,74.9,70.4,67,73.6,58.5,54.9,62.2,57.2,53.6,60.7,47.6,43.9,51.3,46.2,42.5,49.7,25.2,21.9,28.5,23.7,20.7,26.8,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015-2017,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,1223,8016950,15.255,14.412,16.135,1223,.c,.c,.c,.c,266,21.75,19.528,24.148,226,18.479,16.404,20.752,78,6.378,5.14,7.888,19,1.554,0.997,2.414,615,50.286,47.487,53.083,0,0,0,0.313,19,1.554,0.997,2.414,0,0,0,0.313,1224,155,12.663,10.916,14.644,19,1.552,0.996,2.412,115,9.395,7.886,11.159,83,6.781,5.503,8.329,8,0.654,0.332,1.284,53,4.33,3.326,5.62,10,0.817,0.444,1.497,61,4.984,3.899,6.35,0,0,0,0.313,1,0.082,0.014,0.461,1008,82.353,80.117,84.386,1224,1217,66.1,63.4,68.9,64.7,61.9,67.3,48.8,45.9,51.7,46.7,43.8,49.4,36.6,33.8,39.5,34.3,31.6,36.9,28.4,25.7,31.1,26,23.5,28.5,12.8,10.7,14.9,10.6,8.9,12.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
