Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Age,Age Detail,Region,Gender,Grade,Nodal Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,218,41864979,0.521,0.454,0.595,218,.c,.c,.c,.c,33,15.138,10.986,20.496,48,22.018,17.029,27.977,34,15.596,11.381,21.003,7,3.211,1.564,6.478,70,32.11,26.268,38.572,5,2.294,0.984,5.256,15,6.881,4.214,11.041,6,2.752,1.267,5.874,211,87,41.232,34.805,47.973,29,13.744,9.743,19.042,24,11.374,7.764,16.366,58,27.488,21.907,33.874,7,3.318,1.616,6.688,16,7.583,4.721,11.962,21,9.953,6.602,14.735,7,3.318,1.616,6.688,0,0,0,1.788,1,0.474,0.084,2.635,101,47.867,41.226,54.585,211,200,68.6,62.2,75,68.5,61.6,74.4,57.6,50.8,64.4,57.5,50.3,64,49.1,42.2,56,49,41.9,55.7,44.1,37.3,51,44,37,50.7,23.6,17.8,29.5,23.5,17.9,29.6,18.2,12.8,23.5,18,13,23.6,14.7,9.8,19.6,14.5,10,19.7,12.7,8.1,17.3,12.5,8.4,17.5,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,402,5889392,6.826,6.175,7.527,402,.c,.c,.c,.c,66,16.418,13.118,20.354,104,25.871,21.832,30.366,46,11.443,8.689,14.926,16,3.98,2.465,6.367,156,38.806,34.17,43.654,4,0.995,0.388,2.53,8,1.99,1.012,3.877,2,0.498,0.137,1.796,400,158,39.5,34.831,44.369,38,9.5,7,12.771,33,8.25,5.935,11.36,115,28.75,24.533,33.371,12,3,1.724,5.17,15,3.75,2.286,6.094,25,6.25,4.269,9.063,17,4.25,2.67,6.7,0,0,0,0.951,1,0.25,0.044,1.402,215,53.75,48.851,58.577,400,374,62.7,57.9,67.6,62.6,57.4,67.3,47.1,42,52.1,46.8,41.7,51.8,36.7,31.8,41.6,36.4,31.5,41.2,28.4,23.8,33,28.1,23.6,32.7,11.7,8.4,15,11.5,8.5,15,.g,.g,.g,5.9,3.8,8.6,.g,.g,.g,5.6,3.6,8.3,.g,.g,.g,4,2.3,6.3,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Female,Not split by grade,Not split by nodal status,174,3016714,5.768,4.943,6.691,174,.c,.c,.c,.c,32,18.391,13.339,24.808,48,27.586,21.484,34.657,21,12.069,8.031,17.746,6,3.448,1.59,7.318,60,34.483,27.824,41.812,2,1.149,0.316,4.093,4,2.299,0.898,5.761,1,0.575,0.102,3.183,173,73,42.197,35.085,49.647,17,9.827,6.226,15.173,15,8.671,5.325,13.812,53,30.636,24.249,37.864,4,2.312,0.903,5.793,8,4.624,2.362,8.858,13,7.514,4.444,12.431,7,4.046,1.974,8.115,0,0,0,2.172,0,0,0,2.172,88,50.867,43.48,58.216,173,163,64.6,57.2,71.9,64.4,56.5,71.2,45,37.4,52.6,44.8,37,52.2,36.4,29.1,43.8,36.2,28.9,43.5,29.7,22.7,36.7,29.4,22.7,36.5,14.4,9,19.7,14.1,9.3,19.9,.g,.g,.g,6.1,3.1,10.5,.g,.g,.g,6.1,3.1,10.5,.e,.e,.e,4.9,2.3,9,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Male,Not split by grade,Not split by nodal status,228,2872678,7.937,6.94,9.037,228,.c,.c,.c,.c,34,14.912,10.872,20.116,56,24.561,19.426,30.54,25,10.965,7.538,15.685,10,4.386,2.4,7.884,96,42.105,35.879,48.593,2,0.877,0.241,3.141,4,1.754,0.684,4.423,1,0.439,0.077,2.442,227,85,37.445,31.407,43.901,21,9.251,6.13,13.728,18,7.93,5.074,12.185,62,27.313,21.93,33.451,8,3.524,1.796,6.799,7,3.084,1.502,6.227,12,5.286,3.05,9.011,10,4.405,2.41,7.918,0,0,0,1.664,1,0.441,0.078,2.453,127,55.947,49.443,62.253,227,211,61.3,54.8,67.9,61.1,54.2,67.3,48.7,41.9,55.4,48.3,41.5,54.9,36.9,30.3,43.4,36.5,30,43,27.3,21.3,33.4,27,21.2,33.1,.g,.g,.g,9.5,6,13.9,.g,.g,.g,5.7,3.1,9.4,.g,.g,.g,5.2,2.8,8.8,.g,.g,.g,3.3,1.5,6.4,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Persons,Not split by grade,Not split by nodal status,737,3972370,18.553,17.238,19.942,737,.c,.c,.c,.c,116,15.739,13.289,18.546,184,24.966,21.977,28.215,59,8.005,6.257,10.189,15,2.035,1.237,3.331,331,44.912,41.356,48.52,9,1.221,0.644,2.304,22,2.985,1.979,4.478,1,0.136,0.024,0.765,738,164,22.222,19.371,25.361,36,4.878,3.544,6.679,26,3.523,2.415,5.112,119,16.125,13.648,18.952,5,0.678,0.29,1.576,12,1.626,0.933,2.82,31,4.201,2.975,5.901,14,1.897,1.133,3.159,0,0,0,0.518,0,0,0,0.518,557,75.474,72.244,78.441,738,698,49.8,46.1,53.5,49.4,45.7,53.1,35.3,31.7,38.9,34.8,31.3,38.4,27.8,24.4,31.1,27.2,24,30.6,19.7,16.7,22.7,19.2,16.4,22.2,7.9,5.8,9.9,7.4,5.7,9.6,4.4,2.8,5.9,4,2.7,5.7,.g,.g,.g,2.3,1.4,3.6,.g,.g,.g,1.9,1,3.1,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Female,Not split by grade,Not split by nodal status,365,2111426,17.287,15.559,19.155,365,.c,.c,.c,.c,53,14.521,11.276,18.504,109,29.863,25.397,34.748,29,7.945,5.589,11.178,11,3.014,1.691,5.315,145,39.726,34.838,44.828,3,0.822,0.28,2.388,14,3.836,2.298,6.335,1,0.274,0.048,1.535,366,73,19.945,16.173,24.342,14,3.825,2.292,6.317,12,3.279,1.885,5.643,55,15.027,11.731,19.05,2,0.546,0.15,1.97,6,1.639,0.753,3.53,12,3.279,1.885,5.643,6,1.639,0.753,3.53,0,0,0,1.039,0,0,0,1.039,285,77.869,73.339,81.82,366,347,50.4,45.2,55.7,50.1,44.8,55.3,35.3,30.3,40.3,34.9,29.9,39.9,26.7,22,31.4,26.2,21.7,30.9,17.4,13.4,21.4,17,13.3,21.1,7.6,4.7,10.4,7.2,4.8,10.2,.g,.g,.g,3.7,2.1,6.1,.g,.g,.g,2,.9,3.9,.e,.e,.e,1.7,.7,3.6,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 70-79,Age 70-79,All England,Male,Not split by grade,Not split by nodal status,372,1860944,19.99,18.01,22.128,372,.c,.c,.c,.c,63,16.935,13.467,21.08,75,20.161,16.399,24.534,30,8.065,5.707,11.279,4,1.075,0.419,2.732,186,50,44.945,55.055,6,1.613,0.741,3.474,8,2.151,1.094,4.186,0,0,0,1.022,372,91,24.462,20.37,29.077,22,5.914,3.938,8.792,14,3.763,2.255,6.217,64,17.204,13.709,21.37,3,0.806,0.275,2.344,6,1.613,0.741,3.474,19,5.108,3.294,7.839,8,2.151,1.094,4.186,0,0,0,1.022,0,0,0,1.022,272,73.118,68.394,77.37,372,351,49.1,43.9,54.4,48.7,43.4,53.8,35.3,30.3,40.3,34.8,29.8,39.7,28.9,24.1,33.7,28.2,23.6,33,22,17.6,26.4,21.4,17.2,25.8,8.2,5.2,11.1,7.7,5.2,10.8,.g,.g,.g,4.3,2.5,6.8,.g,.g,.g,2.6,1.3,4.6,.e,.e,.e,2,.9,3.9,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,1144,2589877,44.172,41.649,46.808,1144,.c,.c,.c,.c,124,10.839,9.167,12.773,192,16.783,14.73,19.059,63,5.507,4.328,6.984,20,1.748,1.135,2.685,681,59.528,56.656,62.336,15,1.311,0.796,2.152,37,3.234,2.355,4.426,12,1.049,0.601,1.824,1132,29,2.562,1.79,3.655,8,0.707,0.359,1.388,7,0.618,0.3,1.271,26,2.297,1.572,3.344,6,0.53,0.243,1.152,6,0.53,0.243,1.152,2,0.177,0.048,0.642,1,0.088,0.016,0.499,0,0,0,0.338,0,0,0,0.338,1091,96.378,95.123,97.319,1132,1024,40.8,37.7,43.9,39.7,36.7,42.7,26.5,23.8,29.3,25.2,22.6,27.9,17.9,15.5,20.4,16.6,14.4,18.9,13,10.8,15.2,11.7,9.8,13.8,5.3,3.8,6.8,4.2,3.1,5.6,3.9,2.5,5.4,2.8,1.9,4,.g,.g,.g,1.6,.9,2.5,.g,.g,.g,1.3,.7,2.1,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Female,Not split by grade,Not split by nodal status,693,1590733,43.565,40.381,46.933,693,.c,.c,.c,.c,67,9.668,7.685,12.096,111,16.017,13.475,18.934,26,3.752,2.573,5.441,12,1.732,0.993,3.002,433,62.482,58.818,66.009,8,1.154,0.586,2.261,27,3.896,2.691,5.609,9,1.299,0.685,2.45,684,8,1.17,0.594,2.291,4,0.585,0.228,1.494,4,0.585,0.228,1.494,6,0.877,0.403,1.9,3,0.439,0.149,1.282,3,0.439,0.149,1.282,1,0.146,0.026,0.823,1,0.146,0.026,0.823,0,0,0,0.558,0,0,0,0.558,670,97.953,96.594,98.777,684,614,39.6,35.6,43.5,38.6,34.7,42.4,24.8,21.3,28.3,23.6,20.3,27,17,13.9,20.1,15.8,13,18.8,12.8,10,15.5,11.6,9.2,14.2,5.1,3.2,7,4.1,2.7,5.8,.g,.g,.g,2.8,1.7,4.3,.g,.g,.g,2.1,1.2,3.5,.g,.g,.g,1.8,.9,3.1,.a,.a,.a,.a,.a,.a
Pancreas,2014,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage unknown,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Male,Not split by grade,Not split by nodal status,451,999144,45.139,41.068,49.503,451,.c,.c,.c,.c,57,12.639,9.884,16.024,81,17.96,14.693,21.769,37,8.204,6.01,11.104,8,1.774,0.902,3.461,248,54.989,50.374,59.519,7,1.552,0.754,3.169,10,2.217,1.209,4.033,3,0.665,0.226,1.937,448,21,4.688,3.086,7.059,4,0.893,0.348,2.273,3,0.67,0.228,1.95,20,4.464,2.908,6.795,3,0.67,0.228,1.95,3,0.67,0.228,1.95,1,0.223,0.039,1.253,0,0,0,0.85,0,0,0,0.85,0,0,0,0.85,421,93.973,91.373,95.825,448,410,42.6,37.8,47.5,41.5,36.7,46.2,29.2,24.6,33.7,27.6,23.3,31.9,19.4,15.4,23.4,17.8,14.3,21.7,13.3,9.9,16.8,12,9,15.3,.g,.g,.g,4.4,2.7,6.7,.g,.g,.g,2.9,1.6,4.9,.e,.e,.e,.7,.2,2,.e,.e,.e,.5,.1,1.6,.a,.a,.a,.a,.a,.a
Pancreas,2014,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,427,54316618,0.786,0.713,0.864,427,.c,.c,.c,.c,63,14.754,11.705,18.432,154,36.066,31.654,40.726,97,22.717,18.996,26.924,19,4.45,2.867,6.845,78,18.267,14.89,22.209,0,0,0,0.892,13,3.044,1.788,5.139,3,0.703,0.239,2.045,424,92,21.698,18.038,25.866,23,5.425,3.642,8.008,174,41.038,36.456,45.78,71,16.745,13.493,20.594,11,2.594,1.455,4.585,161,37.972,33.48,42.68,9,2.123,1.121,3.984,10,2.358,1.286,4.286,1,0.236,0.042,1.324,2,0.472,0.129,1.703,159,37.5,33.024,42.201,424,420,89.8,86.9,92.8,89.5,86.1,92,86.6,83.2,90,85.9,82.1,88.9,83.5,79.8,87.2,82.5,78.5,85.8,79.5,75.4,83.5,78.2,73.9,81.8,73,68.5,77.6,70.5,65.9,74.6,67.3,62.4,72.3,63.8,59,68.2,62.6,57.5,67.8,58,53.1,62.6,60.9,55.5,66.3,55.2,50.3,59.8,.a,.a,.a,.a,.a,.a
Pancreas,2014,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-49,Age 00-49,All England,Persons,Not split by grade,Not split by nodal status,93,34961110,0.266,0.215,0.326,93,.c,.c,.c,.c,7,7.527,3.694,14.73,25,26.882,18.921,36.676,29,31.183,22.673,41.186,6,6.452,2.99,13.368,21,22.581,15.27,32.066,0,0,0,3.967,4,4.301,1.685,10.543,1,1.075,0.19,5.842,92,27,29.348,21.022,39.329,6,6.522,3.023,13.506,52,56.522,46.332,66.188,22,23.913,16.355,33.562,2,2.174,0.598,7.583,50,54.348,44.2,64.147,3,3.261,1.115,9.153,1,1.087,0.192,5.903,0,0,0,4.008,1,1.087,0.192,5.903,13,14.13,8.448,22.689,92,92,96.7,93,100.4,96.7,90,98.9,93.4,88.3,98.5,93.3,85.8,96.9,90.1,83.9,96.2,90,81.7,94.7,86.8,79.8,93.7,86.7,77.7,92.2,79.1,70.6,87.5,78.9,68.9,86,74.7,65.7,83.7,74.4,64.1,82.2,69.2,59.7,78.8,68.9,58.2,77.4,.f,.f,.f,67.8,57.1,76.4,.a,.a,.a,.a,.a,.a
Pancreas,2014,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 50-59,Age 50-59,All England,Persons,Not split by grade,Not split by nodal status,64,6903869,0.927,0.714,1.184,64,.c,.c,.c,.c,7,10.938,5.4,20.899,28,43.75,32.294,55.914,13,20.313,12.273,31.714,4,6.25,2.457,14.997,12,18.75,11.065,29.974,0,0,0,5.662,0,0,0,5.662,0,0,0,5.662,64,15,23.438,14.75,35.133,6,9.375,4.368,18.983,29,45.313,33.729,57.426,10,15.625,8.715,26.428,4,6.25,2.457,14.997,26,40.625,29.457,52.855,2,3.125,0.861,10.697,3,4.688,1.607,12.9,0,0,0,5.662,0,0,0,5.662,19,29.688,19.905,41.77,64,64,93.8,87.9,99.7,93.8,84.2,97.6,92.3,85.8,98.8,92.2,82.2,96.7,86.2,77.7,94.7,85.9,74.7,92.4,81.6,72.1,91.1,81.3,69.4,88.9,71,59.8,82.2,70.3,57.5,79.9,61.9,49.9,73.9,60.9,47.9,71.7,55.9,43.6,68.2,54.7,41.8,65.9,54.3,41.9,66.6,53.1,40.2,64.4,.a,.a,.a,.a,.a,.a
Pancreas,2014,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,121,5889392,2.055,1.705,2.455,121,.c,.c,.c,.c,22,18.182,12.325,25.997,50,41.322,32.948,50.231,26,21.488,15.107,29.623,3,2.479,0.847,7.036,16,13.223,8.306,20.404,0,0,0,3.077,3,2.479,0.847,7.036,1,0.826,0.146,4.533,120,33,27.5,20.303,36.093,6,5,2.311,10.48,57,47.5,38.782,56.373,24,20,13.824,28.037,2,1.667,0.458,5.874,51,42.5,34.023,51.442,3,2.5,0.854,7.093,5,4.167,1.793,9.384,0,0,0,3.102,1,0.833,0.147,4.57,34,28.333,21.041,36.97,120,119,91,85.8,96.2,90.8,83.9,94.8,89.5,83.9,95.1,89.1,81.9,93.5,88,82.1,94,87.4,80,92.2,83.2,76.3,90.1,82.4,74.2,88.1,74.4,66.3,82.5,73.1,64.2,80.2,68.5,59.8,77.2,66.4,57.1,74.1,62.3,53.1,71.5,59.7,50.3,67.8,61.3,51.9,70.6,58,48.6,66.3,.a,.a,.a,.a,.a,.a
Pancreas,2014,Neuroendocrine,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,149,6562247,2.271,1.921,2.666,149,.c,.c,.c,.c,27,18.121,12.763,25.081,51,34.228,27.092,42.157,29,19.463,13.907,26.554,6,4.027,1.858,8.506,29,19.463,13.907,26.554,0,0,0,2.513,6,4.027,1.858,8.506,1,0.671,0.119,3.703,148,17,11.486,7.296,17.625,5,3.378,1.452,7.664,36,24.324,18.119,31.829,15,10.135,6.239,16.049,3,2.027,0.692,5.79,34,22.973,16.931,30.382,1,0.676,0.119,3.728,1,0.676,0.119,3.728,1,0.676,0.119,3.728,0,0,0,2.53,93,62.838,54.82,70.206,148,145,82.8,76.5,89.1,82,74.6,87.3,77.4,70.2,84.5,75.7,67.8,81.9,74.2,66.7,81.8,72.2,64.1,78.8,70.8,62.9,78.8,68.1,59.8,75,68.2,59.6,76.7,63.2,54.8,70.5,63.6,54.3,72.9,56.3,47.8,63.9,61.6,51.6,71.6,51.4,43,59.2,58.8,48.2,69.5,45.8,37.6,53.7,.a,.a,.a,.a,.a,.a
Pancreas,2015,All,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,8568,54786327,15.639,15.31,15.974,8568,.c,.c,.c,.c,1616,18.861,18.047,19.703,1865,21.767,20.906,22.653,720,8.403,7.834,9.01,270,3.151,2.802,3.543,3768,43.978,42.93,45.031,24,0.28,0.188,0.416,266,3.105,2.758,3.493,39,0.455,0.333,0.622,8527,2403,28.181,27.236,29.146,420,4.926,4.486,5.405,806,9.452,8.85,10.092,1683,19.737,18.906,20.596,112,1.313,1.093,1.578,344,4.034,3.637,4.473,266,3.12,2.771,3.51,420,4.926,4.486,5.405,8,0.094,0.048,0.185,34,0.399,0.285,0.557,5660,66.377,65.368,67.373,8527,8372,51.3,50.2,52.4,50.9,49.8,52,36.8,35.8,37.9,36.3,35.3,37.3,28.5,27.6,29.5,28,27,28.9,22.2,21.3,23.1,21.7,20.8,22.6,11.6,10.9,12.4,11.1,10.4,11.8,8.1,7.5,8.7,7.6,7,8.2,6.6,6,7.2,6,5.5,6.6,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,8118,54786327,14.818,14.497,15.143,8118,.c,.c,.c,.c,1553,19.13,18.289,20,1695,20.88,20.009,21.777,626,7.711,7.151,8.312,245,3.018,2.667,3.413,3689,45.442,44.362,46.527,24,0.296,0.199,0.44,251,3.092,2.737,3.491,35,0.431,0.31,0.599,8082,2298,28.434,27.461,29.427,401,4.962,4.509,5.457,630,7.795,7.23,8.4,1605,19.859,19.004,20.743,109,1.349,1.119,1.624,186,2.301,1.996,2.652,254,3.143,2.784,3.546,406,5.024,4.568,5.521,5,0.062,0.026,0.145,33,0.408,0.291,0.573,5484,67.854,66.828,68.864,8082,7932,49,47.9,50.1,48.6,47.5,49.7,34,32.9,35,33.5,32.4,34.5,25.5,24.5,26.4,24.9,24,25.9,19,18.1,19.8,18.4,17.6,19.3,8.2,7.5,8.8,7.7,7.1,8.3,4.8,4.3,5.3,4.4,4,4.9,3.4,3,3.9,3,2.7,3.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,1320,54786327,2.409,2.281,2.543,1320,.c,.c,.c,.c,269,20.379,18.293,22.636,323,24.47,22.227,26.861,140,10.606,9.058,12.383,53,4.015,3.083,5.214,508,38.485,35.897,41.139,0,0,0,0.29,27,2.045,1.41,2.96,0,0,0,0.29,1320,602,45.606,42.936,48.302,93,7.045,5.786,8.554,500,37.879,35.301,40.527,179,13.561,11.819,15.514,11,0.833,0.466,1.486,126,9.545,8.076,11.25,53,4.015,3.083,5.214,345,26.136,23.838,28.573,4,0.303,0.118,0.777,25,1.894,1.286,2.781,577,43.712,41.058,46.402,1320,1316,81.3,79.1,83.5,80.7,78.4,82.7,68.1,65.5,70.7,67.1,64.5,69.6,58.3,55.5,61,57.1,54.4,59.7,48.6,45.8,51.4,47.4,44.6,50,26.3,23.8,28.7,25,22.7,27.3,17.4,15.2,19.5,16,14.1,18,12.8,10.9,14.7,11.4,9.8,13.2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,180,42170034,0.427,0.367,0.494,180,.c,.c,.c,.c,26,14.444,10.052,20.323,49,27.222,21.246,34.15,24,13.333,9.126,19.073,16,8.889,5.545,13.95,62,34.444,27.893,41.646,0,0,0,2.09,3,1.667,0.568,4.785,0,0,0,2.09,180,124,68.889,61.791,75.198,21,11.667,7.759,17.177,112,62.222,54.954,68.98,26,14.444,10.052,20.323,3,1.667,0.568,4.785,24,13.333,9.126,19.073,11,6.111,3.446,10.61,81,45,37.912,52.297,1,0.556,0.098,3.079,6,3.333,1.536,7.08,28,15.556,10.987,21.564,180,180,94,90.5,97.5,93.9,89.2,96.6,84.6,79.3,89.9,84.4,78.3,89,78.6,72.5,84.6,78.3,71.6,83.7,69.2,62.4,75.9,68.9,61.6,75.1,43.7,36.4,50.9,43.3,36,50.4,32,25.2,38.9,31.7,25,38.5,26,19.5,32.4,25.6,19.4,32.1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Pancreas,2015,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,342,5921856,5.775,5.179,6.421,342,.c,.c,.c,.c,67,19.591,15.732,24.125,92,26.901,22.477,31.838,44,12.865,9.725,16.831,17,4.971,3.126,7.815,117,34.211,29.383,39.389,0,0,0,1.111,5,1.462,0.626,3.376,0,0,0,1.111,342,241,70.468,65.427,75.054,36,10.526,7.701,14.229,189,55.263,49.964,60.445,66,19.298,15.466,23.812,0,0,0,1.111,36,10.526,7.701,14.229,23,6.725,4.523,9.889,140,40.936,35.853,46.22,1,0.292,0.052,1.637,12,3.509,2.018,6.032,64,18.713,14.936,23.186,342,341,89.9,86.7,93.2,89.7,86,92.5,79.8,75.5,84.1,79.4,74.7,83.3,70,65,74.9,69.4,64.2,74,61.2,56,66.5,60.6,55.2,65.6,34.6,29.4,39.7,33.8,28.8,38.9,21.3,16.9,25.7,20.6,16.5,25,15.1,11.2,19,14.4,10.9,18.4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
